month	day	value
26.0	0.0	69.29166666666667
26.0	1.0	64.43478260869566
26.0	2.0	92.91666666666667
26.0	3.0	121.95833333333333
26.0	4.0	83.04166666666667
26.0	5.0	61.125
26.0	6.0	46.041666666666664
26.0	7.0	56.65217391304348
26.0	8.0	62.125
26.0	9.0	103.08333333333333
26.0	10.0	119.04166666666667
26.0	11.0	56.708333333333336
26.0	12.0	68.54166666666667
26.0	13.0	90.29166666666667
26.0	14.0	89.6086956521739
26.0	15.0	119.25
26.0	16.0	127.0
26.0	17.0	222.04166666666666
26.0	18.0	200.29166666666666
26.0	19.0	113.16666666666667
26.0	20.0	91.79166666666667
26.0	21.0	122.79166666666667
26.0	22.0	105.41666666666667
26.0	23.0	73.625
26.0	24.0	107.66666666666667
26.0	25.0	57.208333333333336
26.0	26.0	54.0
26.0	27.0	71.25
26.0	28.0	105.16666666666667
26.0	29.0	112.5
26.0	30.0	74.41666666666667
27.0	0.0	95.91666666666667
27.0	1.0	121.125
27.0	2.0	155.25
27.0	3.0	120.43478260869566
27.0	4.0	69.54166666666667
27.0	5.0	125.26086956521739
27.0	6.0	85.91666666666667
27.0	7.0	94.875
27.0	8.0	76.04166666666667
27.0	9.0	77.08333333333333
27.0	10.0	75.41666666666667
27.0	11.0	102.25
27.0	12.0	109.625
27.0	13.0	94.33333333333333
27.0	14.0	115.17391304347827
27.0	15.0	136.54166666666666
27.0	16.0	132.66666666666666
27.0	17.0	90.95652173913044
27.0	18.0	84.25
27.0	19.0	103.25
27.0	20.0	72.54166666666667
27.0	21.0	89.58333333333333
27.0	22.0	79.70833333333333
27.0	23.0	91.125
27.0	24.0	60.75
27.0	25.0	64.625
27.0	26.0	67.875
27.0	27.0	72.79166666666667
27.0	28.0	82.91304347826087
27.0	29.0	127.54166666666667
0.0	0.0	0.0
28.0	0.0	87.08333333333333
28.0	1.0	107.91666666666667
28.0	2.0	73.41666666666667
28.0	3.0	337.0416666666667
28.0	4.0	307.625
28.0	5.0	96.625
28.0	6.0	99.29166666666667
28.0	7.0	128.29166666666666
28.0	8.0	71.91666666666667
28.0	9.0	73.33333333333333
28.0	10.0	113.29166666666667
28.0	11.0	171.16666666666666
28.0	12.0	89.91666666666667
28.0	13.0	57.875
28.0	14.0	65.65217391304348
28.0	15.0	73.83333333333333
28.0	16.0	89.34782608695652
28.0	17.0	97.875
28.0	18.0	93.33333333333333
28.0	19.0	104.4090909090909
28.0	20.0	71.36363636363636
28.0	21.0	60.611111111111114
28.0	22.0	55.4
28.0	23.0	67.20833333333333
28.0	24.0	69.0
28.0	25.0	61.130434782608695
28.0	26.0	89.875
28.0	27.0	102.0
28.0	28.0	83.625
28.0	29.0	76.58333333333333
28.0	30.0	96.79166666666667
29.0	0.0	67.08695652173913
29.0	1.0	52.875
29.0	2.0	55.458333333333336
29.0	3.0	68.16666666666667
29.0	4.0	79.91666666666667
29.0	5.0	56.583333333333336
29.0	6.0	72.54166666666667
29.0	7.0	86.91666666666667
29.0	8.0	81.16666666666667
29.0	9.0	57.166666666666664
29.0	10.0	61.791666666666664
29.0	11.0	64.45833333333333
29.0	12.0	62.625
29.0	13.0	94.95833333333333
29.0	14.0	100.6470588235294
29.0	15.0	98.83333333333333
29.0	16.0	86.47826086956522
29.0	17.0	87.66666666666667
29.0	18.0	96.33333333333333
29.0	19.0	71.5
29.0	20.0	69.91666666666667
29.0	21.0	67.375
29.0	22.0	53.208333333333336
29.0	23.0	60.166666666666664
29.0	24.0	87.70833333333333
29.0	25.0	84.45833333333333
29.0	26.0	109.83333333333333
29.0	27.0	109.0
29.0	28.0	108.95652173913044
29.0	29.0	105.41666666666667
0.0	0.0	0.0
30.0	0.0	117.04166666666667
30.0	1.0	64.54166666666667
30.0	2.0	61.833333333333336
30.0	3.0	63.166666666666664
30.0	4.0	72.79166666666667
30.0	5.0	97.95454545454545
30.0	6.0	74.54545454545455
30.0	7.0	90.65217391304348
30.0	8.0	78.5
30.0	9.0	79.75
30.0	10.0	103.75
30.0	11.0	81.75
30.0	12.0	71.95833333333333
30.0	13.0	99.79166666666667
30.0	14.0	79.21739130434783
30.0	15.0	70.13636363636364
30.0	16.0	54.416666666666664
30.0	17.0	94.70833333333333
30.0	18.0	63.125
30.0	19.0	85.41666666666667
30.0	20.0	52.291666666666664
30.0	21.0	52.875
30.0	22.0	68.83333333333333
30.0	23.0	111.5
30.0	24.0	78.29166666666667
30.0	25.0	59.5
30.0	26.0	93.66666666666667
30.0	27.0	99.20833333333333
30.0	28.0	66.25
30.0	29.0	72.20833333333333
30.0	30.0	78.5
31.0	0.0	57.208333333333336
31.0	1.0	48.958333333333336
31.0	2.0	48.708333333333336
31.0	3.0	82.5
31.0	4.0	66.125
31.0	5.0	77.625
31.0	6.0	71.5
31.0	7.0	83.625
31.0	8.0	60.541666666666664
31.0	9.0	82.79166666666667
31.0	10.0	110.25
31.0	11.0	76.79166666666667
31.0	12.0	71.04166666666667
31.0	13.0	46.583333333333336
31.0	14.0	62.666666666666664
31.0	15.0	65.72727272727273
31.0	16.0	61.68181818181818
31.0	17.0	63.166666666666664
31.0	18.0	53.583333333333336
31.0	19.0	69.5
31.0	20.0	67.04166666666667
31.0	21.0	82.23809523809524
31.0	22.0	53.54545454545455
31.0	23.0	67.375
31.0	24.0	59.041666666666664
31.0	25.0	65.0
31.0	26.0	42.708333333333336
31.0	27.0	55.875
31.0	28.0	53.125
31.0	29.0	45.375
31.0	30.0	60.5
32.0	0.0	79.79166666666667
32.0	1.0	68.54166666666667
32.0	2.0	84.25
32.0	3.0	76.625
32.0	4.0	80.125
32.0	5.0	89.61904761904762
32.0	6.0	95.29166666666667
32.0	7.0	101.88888888888889
32.0	8.0	90.0
32.0	9.0	74.65217391304348
32.0	10.0	65.29166666666667
32.0	11.0	72.70833333333333
32.0	12.0	77.79166666666667
32.0	13.0	80.91666666666667
32.0	14.0	91.70833333333333
32.0	15.0	140.375
32.0	16.0	72.875
32.0	17.0	83.66666666666667
32.0	18.0	63.43478260869565
32.0	19.0	66.625
32.0	20.0	80.125
32.0	21.0	73.04166666666667
32.0	22.0	104.79166666666667
32.0	23.0	120.4090909090909
32.0	24.0	107.54166666666667
32.0	25.0	64.29166666666667
32.0	26.0	48.541666666666664
32.0	27.0	47.041666666666664
32.0	28.0	85.04166666666667
32.0	29.0	93.20833333333333
0.0	0.0	0.0
33.0	0.0	101.125
33.0	1.0	58.208333333333336
33.0	2.0	52.458333333333336
33.0	3.0	63.958333333333336
33.0	4.0	60.125
33.0	5.0	74.66666666666667
33.0	6.0	110.375
33.0	7.0	109.95833333333333
33.0	8.0	62.958333333333336
33.0	9.0	37.708333333333336
33.0	10.0	49.166666666666664
33.0	11.0	62.34782608695652
33.0	12.0	102.45833333333333
33.0	13.0	76.08333333333333
33.0	14.0	105.25
33.0	15.0	79.95833333333333
33.0	16.0	59.625
33.0	17.0	76.95833333333333
33.0	18.0	103.41666666666667
33.0	19.0	112.625
33.0	20.0	101.70833333333333
33.0	21.0	55.76190476190476
33.0	22.0	57.333333333333336
33.0	23.0	66.66666666666667
33.0	24.0	102.04166666666667
33.0	25.0	170.83333333333334
33.0	26.0	221.875
33.0	27.0	109.875
33.0	28.0	38.875
33.0	29.0	60.375
33.0	30.0	91.54166666666667
34.0	0.0	105.5
34.0	1.0	153.54166666666666
34.0	2.0	52.708333333333336
34.0	3.0	67.33333333333333
34.0	4.0	73.625
34.0	5.0	101.29166666666667
34.0	6.0	127.625
34.0	7.0	51.875
34.0	8.0	84.125
34.0	9.0	66.91666666666667
34.0	10.0	48.583333333333336
34.0	11.0	97.125
34.0	12.0	101.41666666666667
34.0	13.0	42.291666666666664
34.0	14.0	52.291666666666664
34.0	15.0	64.08333333333333
34.0	16.0	70.875
34.0	17.0	45.125
34.0	18.0	109.75
34.0	19.0	171.41666666666666
34.0	20.0	167.04166666666666
34.0	21.0	54.5
34.0	22.0	48.416666666666664
34.0	23.0	47.958333333333336
34.0	24.0	76.5
34.0	25.0	50.25
34.0	26.0	76.83333333333333
34.0	27.0	101.125
34.0	28.0	50.333333333333336
34.0	29.0	53.125
0.0	0.0	0.0
35.0	0.0	89.58333333333333
35.0	1.0	196.45833333333334
35.0	2.0	155.66666666666666
35.0	3.0	37.75
35.0	4.0	82.45833333333333
35.0	5.0	82.58333333333333
35.0	6.0	52.875
35.0	7.0	57.291666666666664
35.0	8.0	120.0
35.0	9.0	70.75
35.0	10.0	42.625
35.0	11.0	46.5
35.0	12.0	68.66666666666667
35.0	13.0	76.20833333333333
35.0	14.0	89.5
35.0	15.0	56.541666666666664
35.0	16.0	68.375
35.0	17.0	67.16666666666667
35.0	18.0	52.291666666666664
35.0	19.0	70.16666666666667
35.0	20.0	89.47619047619048
35.0	21.0	112.54166666666667
35.0	22.0	94.54166666666667
35.0	23.0	77.54166666666667
35.0	24.0	49.791666666666664
35.0	25.0	55.041666666666664
35.0	26.0	84.41666666666667
35.0	27.0	152.95833333333334
35.0	28.0	208.45833333333334
35.0	29.0	218.625
35.0	30.0	193.04166666666666
36.0	0.0	80.21739130434783
36.0	1.0	58.416666666666664
36.0	2.0	43.125
36.0	3.0	52.0
36.0	4.0	92.70833333333333
36.0	5.0	92.875
36.0	6.0	135.5
36.0	7.0	62.75
36.0	8.0	58.5
36.0	9.0	39.291666666666664
36.0	10.0	37.875
36.0	11.0	78.20833333333333
36.0	12.0	119.75
36.0	13.0	133.16666666666666
36.0	14.0	91.83333333333333
36.0	15.0	75.41666666666667
36.0	16.0	94.125
36.0	17.0	92.08333333333333
36.0	18.0	161.95833333333334
36.0	19.0	118.83333333333333
36.0	20.0	55.541666666666664
36.0	21.0	58.166666666666664
36.0	22.0	44.125
36.0	23.0	60.0
36.0	24.0	61.0
36.0	25.0	71.125
36.0	26.0	83.70833333333333
36.0	27.0	66.875
36.0	28.0	69.04166666666667
36.0	29.0	74.54166666666667
36.0	30.0	64.33333333333333
37.0	0.0	80.04166666666667
37.0	1.0	50.541666666666664
37.0	2.0	40.625
37.0	3.0	46.291666666666664
37.0	4.0	45.208333333333336
37.0	5.0	52.875
37.0	6.0	70.75
37.0	7.0	79.41666666666667
37.0	8.0	102.70833333333333
37.0	9.0	50.458333333333336
37.0	10.0	61.916666666666664
37.0	11.0	63.583333333333336
37.0	12.0	77.875
37.0	13.0	69.54166666666667
37.0	14.0	84.30434782608695
37.0	15.0	148.125
37.0	16.0	79.45833333333333
37.0	17.0	114.33333333333333
37.0	18.0	134.20833333333334
